"No.","Time","Source","Destination","Protocol","Length","Info"
"2406","20.071483000","10.35.99.145","216.239.34.223","TCP","54","49950  >  443 [ACK] Seq=2283 Ack=1500 Win=65280 Len=0"
"2407","20.071562500","10.35.99.145","14.102.231.208","TCP","54","50843  >  80 [ACK] Seq=333 Ack=113881 Win=130816 Len=0"
"2408","20.077393500","10.35.99.145","142.250.206.3","TLSv1.3","144","Change Cipher Spec, Application Data"
"2409","20.078229600","10.35.99.145","142.250.206.3","TLSv1.3","146","Application Data"
"2410","20.078697600","10.35.99.145","142.250.206.3","TLSv1.3","523","Application Data"
"2411","20.078883300","10.35.99.145","142.250.206.3","TLSv1.3","982","Application Data"
"2412","20.079712000","10.35.99.145","216.239.34.223","TLSv1.3","144","Change Cipher Spec, Application Data"
"2413","20.080171100","10.35.99.145","216.239.34.223","TLSv1.3","146","Application Data"
"2414","20.080431700","14.102.231.208","10.35.99.145","TCP","17574","80  >  50843 [PSH, ACK] Seq=113881 Ack=333 Win=49152 Len=17520 [TCP PDU reassembled in 2423]"
"2415","20.080431700","14.102.231.208","10.35.99.145","TCP","14654","80  >  50846 [PSH, ACK] Seq=1 Ack=338 Win=49152 Len=14600 [TCP PDU reassembled in 2837]"
"2416","20.080667800","10.35.99.145","14.102.231.208","TCP","54","50843  >  80 [ACK] Seq=333 Ack=131401 Win=130816 Len=0"
"2417","20.080806900","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=14601 Win=65280 Len=0"
"2418","20.081090500","10.35.99.145","216.239.34.223","TLSv1.3","578","Application Data"
"2419","20.081326300","10.35.99.145","216.239.34.223","TLSv1.3","370","Application Data"
"2420","20.173593100","23.199.67.160","10.35.99.145","TCP","66","443  >  61637 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"2421","20.173593100","150.171.22.11","10.35.99.145","TCP","66","443  >  61636 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2422","20.173593100","14.102.231.208","10.35.99.145","TCP","66","80  >  61638 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1460 SACK_PERM WS=16384"
"2423","20.173593100","14.102.231.208","10.35.99.145","HTTP","419","HTTP/1.1 206 Partial Content "
"2424","20.173593100","14.102.231.208","10.35.99.145","TCP","10274","80  >  50844 [PSH, ACK] Seq=43801 Ack=338 Win=49152 Len=10220 [TCP PDU reassembled in 2559]"
"2425","20.174150000","10.35.99.145","23.199.67.160","TCP","54","61637  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2426","20.174290300","10.35.99.145","150.171.22.11","TCP","54","61636  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2427","20.174341400","10.35.99.145","14.102.231.208","TCP","54","61638  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2428","20.174374200","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=54021 Win=130816 Len=0"
"2429","20.174952400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=54021 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2430","20.174988800","10.35.99.145","14.102.231.208","HTTP","391","GET /pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/Office/Data/16.0.19725.20190/sd640.delta00.cab?cacheHostOrigin=f.c2r.ts.cdn.office.net HTTP/1.1 "
"2431","20.175033800","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=55481 Win=130816 Len=0"
"2432","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=55481 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2433","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=56941 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2434","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=58401 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2435","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=59861 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2436","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=61321 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2437","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=62781 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2438","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=64241 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2439","20.175186000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=65701 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2440","20.175355200","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=67161 Win=130816 Len=0"
"2441","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=67161 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2442","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=68621 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2443","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=70081 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2444","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=71541 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2445","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=73001 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2446","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=74461 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2447","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=75921 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2448","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=77381 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2449","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=78841 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2450","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=80301 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2451","20.176217400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=81761 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2452","20.176380000","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=83221 Win=130816 Len=0"
"2453","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=83221 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2454","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=84681 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2455","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=86141 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2456","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=87601 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2457","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=89061 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2458","20.185005000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=90521 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2459","20.185202300","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=91981 Win=130816 Len=0"
"2460","20.186696100","10.35.99.145","150.171.22.11","TLSv1.3","502","Client Hello (SNI=api.onedrive.com)"
"2461","20.187587200","10.35.99.145","23.199.67.160","TLSv1.3","825","Client Hello (SNI=csgdtm-svc-agent.dell.com)"
"2462","20.206056300","10.35.99.145","34.104.35.123","TCP","66","[TCP Retransmission] 50838  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2463","20.216271500","10.35.99.145","14.102.231.208","TCP","54","50843  >  80 [ACK] Seq=333 Ack=131766 Win=130560 Len=0"
"2464","20.256554500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=91981 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2465","20.257926300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=93441 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2466","20.258032500","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=94901 Win=130816 Len=0"
"2467","20.259070600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=94901 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2468","20.259070600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=96361 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2469","20.259070600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=97821 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2470","20.259070600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=99281 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2471","20.259070600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=100741 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2472","20.259070600","142.250.206.3","10.35.99.145","TLSv1.3","1058","Application Data, Application Data"
"2473","20.259070600","216.239.34.223","10.35.99.145","TLSv1.3","1084","Application Data, Application Data"
"2474","20.259070600","142.250.206.3","10.35.99.145","TLSv1.3","85","Application Data"
"2475","20.259372800","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=102201 Win=130816 Len=0"
"2476","20.259507700","10.35.99.145","142.250.206.3","TCP","54","61634  >  443 [ACK] Seq=3375 Ack=5504 Win=64256 Len=0"
"2477","20.260168700","10.35.99.145","216.239.34.223","TLSv1.3","85","Application Data"
"2478","20.260406200","10.35.99.145","142.250.206.3","TLSv1.3","85","Application Data"
"2479","20.262369700","216.239.34.223","10.35.99.145","TLSv1.3","85","Application Data"
"2480","20.262369700","216.239.34.223","10.35.99.145","TCP","54","443  >  49950 [ACK] Seq=2561 Ack=3305 Win=266752 Len=0"
"2481","20.262369700","14.102.231.208","10.35.99.145","TCP","54","80  >  61638 [ACK] Seq=1 Ack=338 Win=32768 Len=0"
"2482","20.270617600","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=14601 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2483","20.271236300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=16061 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2484","20.271236300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=17521 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2485","20.271236300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=18981 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2486","20.271357500","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=20441 Win=65280 Len=0"
"2487","20.272379800","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=20441 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2488","20.272379800","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=21901 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2489","20.272379800","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=23361 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2490","20.272379800","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=24821 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2491","20.272379800","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=26281 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2492","20.272566100","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=27741 Win=65280 Len=0"
"2493","20.273256400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=27741 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2494","20.273256400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=29201 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2495","20.273256400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=30661 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2496","20.273256400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=32121 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2497","20.273414200","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=33581 Win=130816 Len=0"
"2498","20.274275100","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=33581 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2499","20.274275100","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=35041 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2500","20.274275100","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=36501 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2501","20.274275100","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=37961 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2502","20.274390500","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=39421 Win=130816 Len=0"
"2503","20.274897300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=39421 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2504","20.274897300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=40881 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2505","20.274897300","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=42341 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2506","20.274897300","216.239.34.223","10.35.99.145","TLSv1.3","422","Application Data"
"2507","20.275109000","10.35.99.145","14.102.231.208","TCP","54","50846  >  80 [ACK] Seq=338 Ack=43801 Win=130816 Len=0"
"2508","20.275249500","10.35.99.145","216.239.34.223","TCP","54","49950  >  443 [ACK] Seq=3336 Ack=2929 Win=65280 Len=0"
"2509","20.275398300","216.239.34.223","10.35.99.145","TLSv1.3","434","Application Data"
"2510","20.275398300","216.239.34.223","10.35.99.145","TLSv1.3","85","Application Data"
"2511","20.275398300","216.239.34.223","10.35.99.145","TLSv1.3","93","Application Data"
"2512","20.275398300","20.106.86.13","10.35.99.145","TCP","66","443  >  61635 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2513","20.275686800","10.35.99.145","216.239.34.223","TCP","54","49950  >  443 [ACK] Seq=3336 Ack=3379 Win=65024 Len=0"
"2514","20.275773900","10.35.99.145","20.106.86.13","TCP","54","61635  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2515","20.277260300","10.35.99.145","20.106.86.13","TLSv1.2","268","Client Hello (SNI=settings-win.data.microsoft.com)"
"2516","20.278424600","10.35.99.145","216.239.34.223","TLSv1.3","93","Application Data"
"2517","20.300687300","10.35.99.145","14.102.231.208","HTTP","391","GET /pr/492350f6-3a01-4f97-b9c0-c7c6ddf67d60/Office/Data/16.0.19725.20190/sd640.delta00.cab?cacheHostOrigin=f.c2r.ts.cdn.office.net HTTP/1.1 "
"2518","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [ACK] Seq=1 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2519","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [PSH, ACK] Seq=1461 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2520","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [ACK] Seq=2921 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2521","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [PSH, ACK] Seq=4381 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2522","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [ACK] Seq=5841 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2523","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [PSH, ACK] Seq=7301 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2524","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [ACK] Seq=8761 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2525","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [PSH, ACK] Seq=10221 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2526","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [ACK] Seq=11681 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2527","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  61638 [PSH, ACK] Seq=13141 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2919]"
"2528","20.323910400","23.199.67.160","10.35.99.145","TLSv1.3","309","Server Hello, Change Cipher Spec, Application Data, Application Data"
"2529","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=102201 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2530","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=103661 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2531","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=105121 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2532","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=106581 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2533","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=108041 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2534","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=109501 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2535","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=110961 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2536","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=112421 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2537","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=113881 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2538","20.323910400","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=115341 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2539","20.324374100","10.35.99.145","14.102.231.208","TCP","54","61638  >  80 [ACK] Seq=338 Ack=14601 Win=65280 Len=0"
"2540","20.324527600","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=116801 Win=130816 Len=0"
"2541","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=116801 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2542","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=118261 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2543","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=119721 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2544","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=121181 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2545","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=122641 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2546","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=124101 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2547","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [ACK] Seq=125561 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2548","20.325465000","14.102.231.208","10.35.99.145","TCP","1514","80  >  50844 [PSH, ACK] Seq=127021 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2559]"
"2549","20.325465000","14.102.231.208","10.35.99.145","TCP","2974","80  >  50844 [PSH, ACK] Seq=128481 Ack=338 Win=49152 Len=2920 [TCP PDU reassembled in 2559]"
"2550","20.325465000","14.102.231.208","10.35.99.145","TCP","54","80  >  50843 [ACK] Seq=131766 Ack=670 Win=49152 Len=0"
"2551","20.325631300","10.35.99.145","14.102.231.208","TCP","54","50844  >  80 [ACK] Seq=338 Ack=131401 Win=130816 Len=0"
"2552","20.329056500","10.35.99.145","23.199.67.160","TLSv1.3","134","Change Cipher Spec, Application Data"
"2553","20.351122100","10.35.99.145","23.199.67.160","TCP","1438","61637  >  443 [ACK] Seq=852 Ack=256 Win=65280 Len=1384 [TCP PDU reassembled in 2555]"
"2554","20.351122100","10.35.99.145","23.199.67.160","TCP","1438","61637  >  443 [ACK] Seq=2236 Ack=256 Win=65280 Len=1384 [TCP PDU reassembled in 2555]"
"2555","20.351122100","10.35.99.145","23.199.67.160","TLSv1.3","845","Application Data"
"2556","20.427856800","10.35.99.145","216.239.34.223","TLSv1.3","1254","Application Data"
"2557","20.428138300","10.35.99.145","216.239.34.223","TLSv1.3","370","Application Data"
"2558","20.472085100","150.171.22.11","10.35.99.145","TLSv1.3","246","Server Hello"
"2559","20.472085100","14.102.231.208","10.35.99.145","HTTP","424","HTTP/1.1 206 Partial Content "
"2560","20.472085100","216.239.34.223","10.35.99.145","TCP","54","443  >  49950 [ACK] Seq=3379 Ack=3375 Win=266752 Len=0"
"2561","20.481164900","150.171.22.11","10.35.99.145","TLSv1.3","1514","Change Cipher Spec"
"2562","20.481164900","150.171.22.11","10.35.99.145","TCP","1514","443  >  61636 [ACK] Seq=1653 Ack=449 Win=65536 Len=1460 [TCP PDU reassembled in 2564]"
"2563","20.481164900","150.171.22.11","10.35.99.145","TCP","1514","443  >  61636 [ACK] Seq=3113 Ack=449 Win=65536 Len=1460 [TCP PDU reassembled in 2564]"
"2564","20.481164900","150.171.22.11","10.35.99.145","TLSv1.3","279","Application Data"
"2565","20.481164900","142.250.206.3","10.35.99.145","TCP","54","443  >  61634 [ACK] Seq=5504 Ack=3406 Win=266752 Len=0"
"2566","20.481293900","10.35.99.145","150.171.22.11","TCP","54","61636  >  443 [ACK] Seq=449 Ack=4798 Win=65280 Len=0"
"2567","20.482282500","142.250.206.3","10.35.99.145","TLSv1.3","768","Application Data"
"2568","20.482282500","142.250.206.3","10.35.99.145","TLSv1.3","351","Application Data"
"2569","20.482282500","142.250.206.3","10.35.99.145","TLSv1.3","85","Application Data"
"2570","20.482282500","142.250.206.3","10.35.99.145","TLSv1.3","93","Application Data"
"2571","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=43801 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2572","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=45261 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2573","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=46721 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2574","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=48181 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2575","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=49641 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2576","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=51101 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2577","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=52561 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2578","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=54021 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2579","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=55481 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2580","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=56941 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2581","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=58401 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2582","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=59861 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2583","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [ACK] Seq=61321 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
"2584","20.482282500","14.102.231.208","10.35.99.145","TCP","1514","80  >  50846 [PSH, ACK] Seq=62781 Ack=338 Win=49152 Len=1460 [TCP PDU reassembled in 2837]"
